ID bài viết,ID Trang,Tên Trang,Tiêu đề,Loại bài viết,Thời lượng (giây),Thời gian đăng,Nhãn tùy chỉnh,Trạng thái nội dung được tài trợ,Liên kết vĩnh viễn,Ngày,Lượt xem,Số người tiếp cận,Số người tiếp cận từ Bài viết tự nhiên,Số người tiếp cận từ Bài viết đã quảng cáo,Cảm xúc,Bình luận,Lượt chia sẻ,Tổng lượt click,Lượt click vào liên kết,Lượt xem video trong tối thiểu 3 giây,Lượt xem video trong tối thiểu 1 phút,Số Giây xem
2149679516196294,100055500000001,KPIM Bank,3 dòng thẻ Cashback cho 3 phong cách chi tiêu,Ảnh,0,01/13/2026 18:07,Q1|Product,,https://www.facebook.com/kpimbank/posts/2149679516196294,01/20/2026,114,80,80,0,1,0,0,4,1,0,0,0
2149679516196294,100055500000001,KPIM Bank,3 dòng thẻ Cashback cho 3 phong cách chi tiêu,Ảnh,0,01/13/2026 18:07,Q1|Product,,https://www.facebook.com/kpimbank/posts/2149679516196294,01/21/2026,80,57,57,0,1,0,0,3,1,0,0,0
2149679516196294,100055500000001,KPIM Bank,3 dòng thẻ Cashback cho 3 phong cách chi tiêu,Ảnh,0,01/13/2026 18:07,Q1|Product,,https://www.facebook.com/kpimbank/posts/2149679516196294,01/22/2026,49,34,34,0,0,0,0,2,0,0,0,0
3081367811561413,100055500000001,KPIM Bank,Hiểu đúng về hoàn tiền: hoàn tiền khác giảm giá thế nào?,Video,115,01/17/2026 18:55,Q1|Education,,https://www.facebook.com/kpimbank/posts/3081367811561413,01/17/2026,2088,1298,1298,0,41,3,4,33,8,828,157,16013
3081367811561413,100055500000001,KPIM Bank,Hiểu đúng về hoàn tiền: hoàn tiền khác giảm giá thế nào?,Video,115,01/17/2026 18:55,Q1|Education,,https://www.facebook.com/kpimbank/posts/3081367811561413,01/18/2026,1355,842,842,0,26,2,2,21,5,537,102,10392
3081367811561413,100055500000001,KPIM Bank,Hiểu đúng về hoàn tiền: hoàn tiền khác giảm giá thế nào?,Video,115,01/17/2026 18:55,Q1|Education,,https://www.facebook.com/kpimbank/posts/3081367811561413,01/19/2026,1003,624,624,0,20,1,2,16,4,398,75,7694
3081367811561413,100055500000001,KPIM Bank,Hiểu đúng về hoàn tiền: hoàn tiền khác giảm giá thế nào?,Video,115,01/17/2026 18:55,Q1|Education,,https://www.facebook.com/kpimbank/posts/3081367811561413,01/20/2026,795,494,494,0,15,1,1,12,3,315,60,6100
3081367811561413,100055500000001,KPIM Bank,Hiểu đúng về hoàn tiền: hoàn tiền khác giảm giá thế nào?,Video,115,01/17/2026 18:55,Q1|Education,,https://www.facebook.com/kpimbank/posts/3081367811561413,01/21/2026,435,270,270,0,8,1,1,7,2,173,32,3335
3081367811561413,100055500000001,KPIM Bank,Hiểu đúng về hoàn tiền: hoàn tiền khác giảm giá thế nào?,Video,115,01/17/2026 18:55,Q1|Education,,https://www.facebook.com/kpimbank/posts/3081367811561413,01/22/2026,371,231,231,0,7,0,1,6,2,147,28,2846
3081367811561413,100055500000001,KPIM Bank,Hiểu đúng về hoàn tiền: hoàn tiền khác giảm giá thế nào?,Video,115,01/17/2026 18:55,Q1|Education,,https://www.facebook.com/kpimbank/posts/3081367811561413,01/23/2026,229,142,142,0,5,0,0,3,1,91,17,1755
3081367811561413,100055500000001,KPIM Bank,Hiểu đúng về hoàn tiền: hoàn tiền khác giảm giá thế nào?,Video,115,01/17/2026 18:55,Q1|Education,,https://www.facebook.com/kpimbank/posts/3081367811561413,01/24/2026,174,109,109,0,3,0,0,3,1,69,13,1339
9991301027931100,100055500000001,KPIM Bank,5 nhóm chi tiêu được hoàn tiền cao nhất,Ảnh,0,01/24/2026 19:58,Q1|Education,,https://www.facebook.com/kpimbank/posts/9991301027931100,01/24/2026,1134,748,748,0,8,0,1,27,4,0,0,0
9991301027931100,100055500000001,KPIM Bank,5 nhóm chi tiêu được hoàn tiền cao nhất,Ảnh,0,01/24/2026 19:58,Q1|Education,,https://www.facebook.com/kpimbank/posts/9991301027931100,01/25/2026,683,451,451,0,5,0,1,17,3,0,0,0
9991301027931100,100055500000001,KPIM Bank,5 nhóm chi tiêu được hoàn tiền cao nhất,Ảnh,0,01/24/2026 19:58,Q1|Education,,https://www.facebook.com/kpimbank/posts/9991301027931100,01/26/2026,559,369,369,0,4,0,0,14,2,0,0,0
9991301027931100,100055500000001,KPIM Bank,5 nhóm chi tiêu được hoàn tiền cao nhất,Ảnh,0,01/24/2026 19:58,Q1|Education,,https://www.facebook.com/kpimbank/posts/9991301027931100,01/27/2026,357,236,236,0,2,0,0,9,1,0,0,0
9991301027931100,100055500000001,KPIM Bank,5 nhóm chi tiêu được hoàn tiền cao nhất,Ảnh,0,01/24/2026 19:58,Q1|Education,,https://www.facebook.com/kpimbank/posts/9991301027931100,01/28/2026,265,175,175,0,2,0,0,6,1,0,0,0
9991301027931100,100055500000001,KPIM Bank,5 nhóm chi tiêu được hoàn tiền cao nhất,Ảnh,0,01/24/2026 19:58,Q1|Education,,https://www.facebook.com/kpimbank/posts/9991301027931100,01/29/2026,181,120,120,0,1,0,0,4,1,0,0,0
9991301027931100,100055500000001,KPIM Bank,5 nhóm chi tiêu được hoàn tiền cao nhất,Ảnh,0,01/24/2026 19:58,Q1|Education,,https://www.facebook.com/kpimbank/posts/9991301027931100,01/30/2026,140,92,92,0,1,0,0,3,1,0,0,0
9991301027931100,100055500000001,KPIM Bank,5 nhóm chi tiêu được hoàn tiền cao nhất,Ảnh,0,01/24/2026 19:58,Q1|Education,,https://www.facebook.com/kpimbank/posts/9991301027931100,01/31/2026,101,67,67,0,1,0,0,2,0,0,0,0
9991301027931100,100055500000001,KPIM Bank,5 nhóm chi tiêu được hoàn tiền cao nhất,Ảnh,0,01/24/2026 19:58,Q1|Education,,https://www.facebook.com/kpimbank/posts/9991301027931100,02/01/2026,60,39,39,0,0,0,0,1,0,0,0,0
9991301027931100,100055500000001,KPIM Bank,5 nhóm chi tiêu được hoàn tiền cao nhất,Ảnh,0,01/24/2026 19:58,Q1|Education,,https://www.facebook.com/kpimbank/posts/9991301027931100,02/02/2026,46,30,30,0,0,0,0,1,0,0,0,0
9991301027931100,100055500000001,KPIM Bank,5 nhóm chi tiêu được hoàn tiền cao nhất,Ảnh,0,01/24/2026 19:58,Q1|Education,,https://www.facebook.com/kpimbank/posts/9991301027931100,02/03/2026,33,21,21,0,0,0,0,1,0,0,0,0
9991301027931100,100055500000001,KPIM Bank,5 nhóm chi tiêu được hoàn tiền cao nhất,Ảnh,0,01/24/2026 19:58,Q1|Education,,https://www.facebook.com/kpimbank/posts/9991301027931100,02/04/2026,24,16,16,0,0,0,0,1,0,0,0,0
9991301027931100,100055500000001,KPIM Bank,5 nhóm chi tiêu được hoàn tiền cao nhất,Ảnh,0,01/24/2026 19:58,Q1|Education,,https://www.facebook.com/kpimbank/posts/9991301027931100,02/05/2026,20,13,13,0,0,0,0,1,0,0,0,0
9991301027931100,100055500000001,KPIM Bank,5 nhóm chi tiêu được hoàn tiền cao nhất,Ảnh,0,01/24/2026 19:58,Q1|Education,,https://www.facebook.com/kpimbank/posts/9991301027931100,02/06/2026,12,8,8,0,0,0,0,0,0,0,0,0
9782644390640101,100055500000001,KPIM Bank,Cà thẻ cuối tuần – hoàn tiền gấp đôi,Thước phim,23,01/27/2026 06:16,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/9782644390640101,01/27/2026,3808,2350,896,1455,33,2,9,83,42,2232,293,16390
9782644390640101,100055500000001,KPIM Bank,Cà thẻ cuối tuần – hoàn tiền gấp đôi,Thước phim,23,01/27/2026 06:16,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/9782644390640101,01/28/2026,2890,1784,680,1104,25,1,7,63,32,1694,223,12441
9782644390640101,100055500000001,KPIM Bank,Cà thẻ cuối tuần – hoàn tiền gấp đôi,Thước phim,23,01/27/2026 06:16,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/9782644390640101,01/29/2026,2488,1536,585,950,22,1,6,54,27,1458,192,10710
9782644390640101,100055500000001,KPIM Bank,Cà thẻ cuối tuần – hoàn tiền gấp đôi,Thước phim,23,01/27/2026 06:16,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/9782644390640101,01/30/2026,1522,939,358,581,13,1,4,33,17,892,117,6549
9782644390640101,100055500000001,KPIM Bank,Cà thẻ cuối tuần – hoàn tiền gấp đôi,Thước phim,23,01/27/2026 06:16,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/9782644390640101,01/31/2026,972,600,229,372,8,1,2,21,11,570,75,4186
9782644390640101,100055500000001,KPIM Bank,Cà thẻ cuối tuần – hoàn tiền gấp đôi,Thước phim,23,01/27/2026 06:16,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/9782644390640101,02/01/2026,933,576,220,357,8,1,2,21,10,547,72,4018
9782644390640101,100055500000001,KPIM Bank,Cà thẻ cuối tuần – hoàn tiền gấp đôi,Thước phim,23,01/27/2026 06:16,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/9782644390640101,02/02/2026,625,386,147,239,5,0,1,14,7,367,48,2691
9782644390640101,100055500000001,KPIM Bank,Cà thẻ cuối tuần – hoàn tiền gấp đôi,Thước phim,23,01/27/2026 06:16,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/9782644390640101,02/03/2026,396,245,93,151,4,0,1,9,4,232,31,1706
9782644390640101,100055500000001,KPIM Bank,Cà thẻ cuối tuần – hoàn tiền gấp đôi,Thước phim,23,01/27/2026 06:16,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/9782644390640101,02/04/2026,339,209,80,130,3,0,1,8,4,199,26,1460
9782644390640101,100055500000001,KPIM Bank,Cà thẻ cuối tuần – hoàn tiền gấp đôi,Thước phim,23,01/27/2026 06:16,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/9782644390640101,02/05/2026,239,148,56,91,2,0,1,5,3,140,18,1029
9782644390640101,100055500000001,KPIM Bank,Cà thẻ cuối tuần – hoàn tiền gấp đôi,Thước phim,23,01/27/2026 06:16,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/9782644390640101,02/06/2026,142,88,33,54,1,0,0,3,2,83,11,613
9782644390640101,100055500000001,KPIM Bank,Cà thẻ cuối tuần – hoàn tiền gấp đôi,Thước phim,23,01/27/2026 06:16,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/9782644390640101,02/07/2026,100,61,23,38,1,0,0,2,1,58,8,428
9782644390640101,100055500000001,KPIM Bank,Cà thẻ cuối tuần – hoàn tiền gấp đôi,Thước phim,23,01/27/2026 06:16,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/9782644390640101,02/08/2026,89,55,21,34,1,0,0,2,1,52,7,383
8477165785917248,100055500000001,KPIM Bank,"Mở thẻ tháng này, miễn phí thường niên năm đầu",Ảnh,0,02/02/2026 12:46,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/8477165785917248,02/02/2026,2433,1206,471,735,23,1,4,78,21,0,0,0
8477165785917248,100055500000001,KPIM Bank,"Mở thẻ tháng này, miễn phí thường niên năm đầu",Ảnh,0,02/02/2026 12:46,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/8477165785917248,02/03/2026,1750,867,339,528,16,1,3,56,15,0,0,0
8477165785917248,100055500000001,KPIM Bank,"Mở thẻ tháng này, miễn phí thường niên năm đầu",Ảnh,0,02/02/2026 12:46,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/8477165785917248,02/04/2026,1343,666,260,406,12,1,2,43,11,0,0,0
8477165785917248,100055500000001,KPIM Bank,"Mở thẻ tháng này, miễn phí thường niên năm đầu",Ảnh,0,02/02/2026 12:46,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/8477165785917248,02/05/2026,1068,530,207,323,10,1,2,34,9,0,0,0
8477165785917248,100055500000001,KPIM Bank,"Mở thẻ tháng này, miễn phí thường niên năm đầu",Ảnh,0,02/02/2026 12:46,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/8477165785917248,02/06/2026,757,376,147,229,7,1,1,24,6,0,0,0
8477165785917248,100055500000001,KPIM Bank,"Mở thẻ tháng này, miễn phí thường niên năm đầu",Ảnh,0,02/02/2026 12:46,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/8477165785917248,02/07/2026,521,258,101,157,5,0,1,17,4,0,0,0
8477165785917248,100055500000001,KPIM Bank,"Mở thẻ tháng này, miễn phí thường niên năm đầu",Ảnh,0,02/02/2026 12:46,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/8477165785917248,02/08/2026,355,176,69,107,3,0,1,11,3,0,0,0
8477165785917248,100055500000001,KPIM Bank,"Mở thẻ tháng này, miễn phí thường niên năm đầu",Ảnh,0,02/02/2026 12:46,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/8477165785917248,02/09/2026,301,149,58,91,3,0,1,10,3,0,0,0
8477165785917248,100055500000001,KPIM Bank,"Mở thẻ tháng này, miễn phí thường niên năm đầu",Ảnh,0,02/02/2026 12:46,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/8477165785917248,02/10/2026,200,99,39,60,2,0,0,6,2,0,0,0
0122212341662123,100055500000001,KPIM Bank,Đăng ký KPIM Cashback Card online ngay hôm nay,Liên kết,0,02/07/2026 20:27,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/0122212341662123,02/07/2026,2063,1347,552,796,9,1,1,110,90,0,0,0
0122212341662123,100055500000001,KPIM Bank,Đăng ký KPIM Cashback Card online ngay hôm nay,Liên kết,0,02/07/2026 20:27,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/0122212341662123,02/08/2026,1540,1006,412,594,7,1,1,82,67,0,0,0
0122212341662123,100055500000001,KPIM Bank,Đăng ký KPIM Cashback Card online ngay hôm nay,Liên kết,0,02/07/2026 20:27,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/0122212341662123,02/09/2026,1062,693,284,409,5,0,0,57,46,0,0,0
0122212341662123,100055500000001,KPIM Bank,Đăng ký KPIM Cashback Card online ngay hôm nay,Liên kết,0,02/07/2026 20:27,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/0122212341662123,02/10/2026,743,485,199,286,3,0,0,40,33,0,0,0
0122212341662123,100055500000001,KPIM Bank,Đăng ký KPIM Cashback Card online ngay hôm nay,Liên kết,0,02/07/2026 20:27,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/0122212341662123,02/11/2026,557,364,149,215,2,0,0,30,24,0,0,0
0122212341662123,100055500000001,KPIM Bank,Đăng ký KPIM Cashback Card online ngay hôm nay,Liên kết,0,02/07/2026 20:27,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/0122212341662123,02/12/2026,336,220,90,130,2,0,0,18,15,0,0,0
0122212341662123,100055500000001,KPIM Bank,Đăng ký KPIM Cashback Card online ngay hôm nay,Liên kết,0,02/07/2026 20:27,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/0122212341662123,02/13/2026,273,179,73,105,1,0,0,14,12,0,0,0
0122212341662123,100055500000001,KPIM Bank,Đăng ký KPIM Cashback Card online ngay hôm nay,Liên kết,0,02/07/2026 20:27,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/0122212341662123,02/14/2026,169,110,45,65,1,0,0,9,7,0,0,0
0122212341662123,100055500000001,KPIM Bank,Đăng ký KPIM Cashback Card online ngay hôm nay,Liên kết,0,02/07/2026 20:27,Q1|Promo,Đã tài trợ,https://www.facebook.com/kpimbank/posts/0122212341662123,02/15/2026,130,85,35,50,1,0,0,7,6,0,0,0
2164179127990661,100055500000001,KPIM Bank,Mở thẻ online trong 5 phút với eKYC,Video,139,02/12/2026 11:43,Q1|HowTo,,https://www.facebook.com/kpimbank/posts/2164179127990661,02/12/2026,2077,1036,1036,0,20,1,2,22,11,1005,108,10050
2164179127990661,100055500000001,KPIM Bank,Mở thẻ online trong 5 phút với eKYC,Video,139,02/12/2026 11:43,Q1|HowTo,,https://www.facebook.com/kpimbank/posts/2164179127990661,02/13/2026,1546,772,772,0,15,1,1,16,8,748,81,7482
2164179127990661,100055500000001,KPIM Bank,Mở thẻ online trong 5 phút với eKYC,Video,139,02/12/2026 11:43,Q1|HowTo,,https://www.facebook.com/kpimbank/posts/2164179127990661,02/14/2026,1121,559,559,0,10,0,1,12,6,543,58,5425
2164179127990661,100055500000001,KPIM Bank,Mở thẻ online trong 5 phút với eKYC,Video,139,02/12/2026 11:43,Q1|HowTo,,https://www.facebook.com/kpimbank/posts/2164179127990661,02/15/2026,728,363,363,0,7,0,1,8,4,352,38,3523
2164179127990661,100055500000001,KPIM Bank,Mở thẻ online trong 5 phút với eKYC,Video,139,02/12/2026 11:43,Q1|HowTo,,https://www.facebook.com/kpimbank/posts/2164179127990661,02/16/2026,537,268,268,0,5,0,0,6,3,260,28,2600
2164179127990661,100055500000001,KPIM Bank,Mở thẻ online trong 5 phút với eKYC,Video,139,02/12/2026 11:43,Q1|HowTo,,https://www.facebook.com/kpimbank/posts/2164179127990661,02/17/2026,375,187,187,0,3,0,0,4,2,182,20,1815
2164179127990661,100055500000001,KPIM Bank,Mở thẻ online trong 5 phút với eKYC,Video,139,02/12/2026 11:43,Q1|HowTo,,https://www.facebook.com/kpimbank/posts/2164179127990661,02/18/2026,316,158,158,0,3,0,0,3,1,153,16,1529
2164179127990661,100055500000001,KPIM Bank,Mở thẻ online trong 5 phút với eKYC,Video,139,02/12/2026 11:43,Q1|HowTo,,https://www.facebook.com/kpimbank/posts/2164179127990661,02/19/2026,194,97,97,0,2,0,0,2,1,94,10,940
7570322020988031,100055500000001,KPIM Bank,Kích hoạt thẻ và cài đặt hạn mức trên app,Thước phim,42,02/18/2026 20:44,Q1|HowTo,,https://www.facebook.com/kpimbank/posts/7570322020988031,02/18/2026,2783,1848,1848,0,58,1,14,59,13,1244,110,17961
7570322020988031,100055500000001,KPIM Bank,Kích hoạt thẻ và cài đặt hạn mức trên app,Thước phim,42,02/18/2026 20:44,Q1|HowTo,,https://www.facebook.com/kpimbank/posts/7570322020988031,02/19/2026,1596,1059,1059,0,33,1,8,34,8,713,63,10297
7570322020988031,100055500000001,KPIM Bank,Kích hoạt thẻ và cài đặt hạn mức trên app,Thước phim,42,02/18/2026 20:44,Q1|HowTo,,https://www.facebook.com/kpimbank/posts/7570322020988031,02/20/2026,1133,752,752,0,23,1,6,24,5,506,45,7310
7570322020988031,100055500000001,KPIM Bank,Kích hoạt thẻ và cài đặt hạn mức trên app,Thước phim,42,02/18/2026 20:44,Q1|HowTo,,https://www.facebook.com/kpimbank/posts/7570322020988031,02/21/2026,860,571,571,0,18,1,4,18,4,384,34,5549
7570322020988031,100055500000001,KPIM Bank,Kích hoạt thẻ và cài đặt hạn mức trên app,Thước phim,42,02/18/2026 20:44,Q1|HowTo,,https://www.facebook.com/kpimbank/posts/7570322020988031,02/22/2026,743,493,493,0,15,0,4,16,4,332,29,4796
7570322020988031,100055500000001,KPIM Bank,Kích hoạt thẻ và cài đặt hạn mức trên app,Thước phim,42,02/18/2026 20:44,Q1|HowTo,,https://www.facebook.com/kpimbank/posts/7570322020988031,02/23/2026,512,340,340,0,11,0,2,11,2,229,20,3303
7570322020988031,100055500000001,KPIM Bank,Kích hoạt thẻ và cài đặt hạn mức trên app,Thước phim,42,02/18/2026 20:44,Q1|HowTo,,https://www.facebook.com/kpimbank/posts/7570322020988031,02/24/2026,325,216,216,0,7,0,2,7,2,145,13,2097
7570322020988031,100055500000001,KPIM Bank,Kích hoạt thẻ và cài đặt hạn mức trên app,Thước phim,42,02/18/2026 20:44,Q1|HowTo,,https://www.facebook.com/kpimbank/posts/7570322020988031,02/25/2026,228,151,151,0,5,0,1,5,1,102,9,1472
7570322020988031,100055500000001,KPIM Bank,Kích hoạt thẻ và cài đặt hạn mức trên app,Thước phim,42,02/18/2026 20:44,Q1|HowTo,,https://www.facebook.com/kpimbank/posts/7570322020988031,02/26/2026,148,98,98,0,3,0,1,3,1,66,6,955
7570322020988031,100055500000001,KPIM Bank,Kích hoạt thẻ và cài đặt hạn mức trên app,Thước phim,42,02/18/2026 20:44,Q1|HowTo,,https://www.facebook.com/kpimbank/posts/7570322020988031,02/27/2026,123,82,82,0,2,0,0,2,1,55,5,796
5950605098925196,100055500000001,KPIM Bank,"Chị Lan hoàn 1,2 triệu đồng chỉ trong tháng đầu",Video,58,02/23/2026 20:51,Q1|Testimonial,,https://www.facebook.com/kpimbank/posts/5950605098925196,02/23/2026,795,514,514,0,7,0,1,12,4,350,64,6022
5950605098925196,100055500000001,KPIM Bank,"Chị Lan hoàn 1,2 triệu đồng chỉ trong tháng đầu",Video,58,02/23/2026 20:51,Q1|Testimonial,,https://www.facebook.com/kpimbank/posts/5950605098925196,02/24/2026,634,410,410,0,6,0,1,9,3,279,52,4808
5950605098925196,100055500000001,KPIM Bank,"Chị Lan hoàn 1,2 triệu đồng chỉ trong tháng đầu",Video,58,02/23/2026 20:51,Q1|Testimonial,,https://www.facebook.com/kpimbank/posts/5950605098925196,02/25/2026,408,264,264,0,4,0,1,6,2,180,33,3091
5950605098925196,100055500000001,KPIM Bank,"Chị Lan hoàn 1,2 triệu đồng chỉ trong tháng đầu",Video,58,02/23/2026 20:51,Q1|Testimonial,,https://www.facebook.com/kpimbank/posts/5950605098925196,02/26/2026,288,186,186,0,2,0,0,4,2,127,23,2181
5950605098925196,100055500000001,KPIM Bank,"Chị Lan hoàn 1,2 triệu đồng chỉ trong tháng đầu",Video,58,02/23/2026 20:51,Q1|Testimonial,,https://www.facebook.com/kpimbank/posts/5950605098925196,02/27/2026,220,143,143,0,2,0,0,3,1,97,18,1670
