post_id,campaign_id,cta_type,cta_link,landing_page,lead_id,lead_source,lead_created_at
P-Q1-01,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-01,/lp/cmp-2026-q1,WEB-00004,website,2026-01-25 15:00:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,APP-00027,app,2026-01-13 13:02:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,APP-00030,app,2026-01-19 11:17:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,APP-05686,app,2026-01-20 13:18:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,FRM-00012,form,2026-01-14 18:56:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,FRM-00013,form,2026-01-30 12:37:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,FRM-00016,form,2026-02-03 13:19:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,FRM-00017,form,2026-01-17 08:12:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,FRM-00023,form,2026-01-31 12:43:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,FRM-00026,form,2026-01-30 17:58:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,FRM-00034,form,2026-01-23 19:41:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,FRM-00035,form,2026-01-16 20:58:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,HL-00015,hotline,2026-01-28 22:06:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,HL-00019,hotline,2026-01-13 20:14:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,HL-00025,hotline,2026-01-13 20:30:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,QR-00024,qr_event,2026-01-22 08:27:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,QR-00028,qr_event,2026-01-23 12:24:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,QR-00029,qr_event,2026-01-30 22:26:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,QR-00032,qr_event,2026-01-13 12:13:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,QR-00033,qr_event,2026-01-27 18:21:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,SIB-00014,social_inbox,2026-01-27 09:23:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,SIB-00022,social_inbox,2026-01-27 07:42:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,SIB-00036,social_inbox,2026-01-20 16:36:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,WEB-00011,website,2026-01-13 18:59:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,WEB-00018,website,2026-01-15 12:12:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,WEB-00020,website,2026-01-15 11:54:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,WEB-00021,website,2026-01-22 13:20:00
P-Q1-02,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-02,/lp/cmp-2026-q1,WEB-00031,website,2026-01-19 17:18:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,APP-00040,app,2026-02-06 15:30:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,APP-00050,app,2026-01-18 09:41:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,APP-00055,app,2026-01-27 07:06:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,FRM-00037,form,2026-01-22 14:30:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,FRM-00038,form,2026-01-19 18:29:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,FRM-00039,form,2026-01-24 14:15:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,FRM-00042,form,2026-02-02 11:14:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,FRM-00044,form,2026-01-20 14:43:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,FRM-00052,form,2026-02-06 08:12:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,FRM-00053,form,2026-02-05 16:55:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,FRM-00056,form,2026-01-31 07:08:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,FRM-05666,form,2026-01-21 00:17:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,HL-00041,hotline,2026-02-02 16:42:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,HL-00043,hotline,2026-02-03 14:31:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,HL-00046,hotline,2026-01-17 09:56:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,HL-00048,hotline,2026-02-01 09:12:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,QR-00049,qr_event,2026-02-02 19:15:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,SIB-00051,social_inbox,2026-01-21 17:08:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,WEB-00045,website,2026-01-20 08:18:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,WEB-00047,website,2026-01-27 17:12:00
P-Q1-03,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-03,/lp/cmp-2026-q1,WEB-00054,website,2026-01-19 17:17:00
P-Q1-04,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-04,/lp/cmp-2026-q1,APP-00058,app,2026-02-13 17:40:00
P-Q1-04,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-04,/lp/cmp-2026-q1,APP-00059,app,2026-01-25 11:20:00
P-Q1-04,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-04,/lp/cmp-2026-q1,APP-00064,app,2026-02-14 12:31:00
P-Q1-04,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-04,/lp/cmp-2026-q1,FRM-00057,form,2026-02-09 20:43:00
P-Q1-04,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-04,/lp/cmp-2026-q1,FRM-00060,form,2026-01-27 21:23:00
P-Q1-04,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-04,/lp/cmp-2026-q1,FRM-00062,form,2026-02-07 15:00:00
P-Q1-04,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-04,/lp/cmp-2026-q1,FRM-00063,form,2026-01-27 20:57:00
P-Q1-04,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-04,/lp/cmp-2026-q1,FRM-00065,form,2026-02-13 14:06:00
P-Q1-04,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-04,/lp/cmp-2026-q1,WEB-00061,website,2026-02-01 10:24:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,APP-00073,app,2026-02-09 08:59:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,APP-00080,app,2026-02-15 21:10:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,APP-00082,app,2026-02-03 19:58:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,APP-00083,app,2026-02-04 21:05:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,FRM-00066,form,2026-02-02 11:51:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,FRM-00067,form,2026-02-11 15:01:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,FRM-00070,form,2026-02-15 15:14:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,FRM-00077,form,2026-01-27 15:12:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,FRM-00078,form,2026-02-05 17:12:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,FRM-00081,form,2026-01-28 08:09:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,FRM-00084,form,2026-02-10 20:08:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,FRM-00088,form,2026-02-16 07:56:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,FRM-00090,form,2026-02-08 10:37:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,FRM-00091,form,2026-01-28 17:07:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,FRM-00093,form,2026-02-13 13:21:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,HL-00079,hotline,2026-01-27 10:24:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,SIB-00074,social_inbox,2026-02-01 08:28:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,SIB-00086,social_inbox,2026-02-17 21:22:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,WEB-00068,website,2026-02-07 17:11:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,WEB-00069,website,2026-02-14 18:28:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,WEB-00071,website,2026-02-11 19:54:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,WEB-00072,website,2026-02-04 15:52:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,WEB-00075,website,2026-02-15 14:42:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,WEB-00076,website,2026-02-10 09:39:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,WEB-00085,website,2026-02-09 22:58:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,WEB-00087,website,2026-02-07 19:45:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,WEB-00089,website,2026-02-12 10:05:00
P-Q1-05,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-05,/lp/cmp-2026-q1,WEB-00092,website,2026-02-14 15:57:00
P-Q1-06,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-06,/lp/cmp-2026-q1,FRM-00098,form,2026-02-10 11:53:00
P-Q1-06,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-06,/lp/cmp-2026-q1,FRM-00099,form,2026-02-23 17:48:00
P-Q1-06,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-06,/lp/cmp-2026-q1,HL-00094,hotline,2026-02-18 15:44:00
P-Q1-06,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-06,/lp/cmp-2026-q1,HL-00095,hotline,2026-02-20 21:20:00
P-Q1-06,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-06,/lp/cmp-2026-q1,HL-00096,hotline,2026-02-09 22:03:00
P-Q1-06,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-06,/lp/cmp-2026-q1,HL-00102,hotline,2026-02-11 22:54:00
P-Q1-06,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-06,/lp/cmp-2026-q1,QR-00105,qr_event,2026-02-07 16:56:00
P-Q1-06,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-06,/lp/cmp-2026-q1,QR-00107,qr_event,2026-02-03 21:59:00
P-Q1-06,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-06,/lp/cmp-2026-q1,SIB-00103,social_inbox,2026-02-23 11:00:00
P-Q1-06,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-06,/lp/cmp-2026-q1,WEB-00097,website,2026-02-04 13:42:00
P-Q1-06,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-06,/lp/cmp-2026-q1,WEB-00100,website,2026-02-20 10:22:00
P-Q1-06,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-06,/lp/cmp-2026-q1,WEB-00101,website,2026-02-22 20:23:00
