asset_id,post_code,campaign_id,quarter,planned_publish_date,schedule_date,pillar_primary,format_source,format,funnel_stage,platform,on_facebook,on_youtube,title_draft,caption,media_link,cta_label,cta_type,approval_status,status,is_published,platform_native_id_fb,platform_native_id_yt,owner
P-Q1-11,P-Q1-11,CMP-2026-Q1,Q1,2026-03-01,2026-03-01,Testimonial,Ảnh,fb_post,engagement,facebook,Y,N,Khách hàng nói gì sau 90 ngày dùng thẻ Cashback,"Khách hàng nói gì sau 90 ngày dùng thẻ Cashback. Câu chuyện có thật từ khách hàng KPIM Bank, chia sẻ với sự đồng ý của chủ tài khoản. Xem câu chuyện. #KPIMBank #KhachHangKPIM",media/Q1/P-Q1-11.jpg,Xem câu chuyện,comment,Approved,published,Y,2222529584217775,,Team Marketing KPIM Bank
P-Q1-12,P-Q1-12,CMP-2026-Q1,Q1,2026-03-07,2026-03-08,Education,Video,long_video,consumption,youtube,Y,Y,Mẹo tối ưu hoàn tiền khi đi siêu thị & đổ xăng,Mẹo tối ưu hoàn tiền khi đi siêu thị & đổ xăng? Cùng KPIM Bank hiểu đúng trong 2 phút để không mất tiền oan vì hiểu nhầm. Xem thêm. #KPIMBank #HieuVeTien,media/Q1/P-Q1-12.mp4,Xem thêm,link_click,Approved,published,Y,0195974565515384,PmXoV-UWVZn,Team Marketing KPIM Bank
P-Q1-13,P-Q1-13,CMP-2026-Q1,Q1,2026-03-12,2026-03-14,Product,Ảnh,fb_post,conversion,facebook,Y,N,Bảo mật thẻ với công nghệ mã hóa token,"Bảo mật thẻ với công nghệ mã hóa token. KPIM Bank thiết kế sản phẩm này cho nhu cầu thật của bạn — xem đầy đủ quyền lợi, biểu phí và điều kiện áp dụng trước khi đăng ký. Tìm hiểu thêm. #KPIMBank #SanPhamKPIM",media/Q1/P-Q1-13.jpg,Tìm hiểu thêm,register,Approved,published,Y,8107624568985007,,Team Marketing KPIM Bank
P-Q1-14,P-Q1-14,CMP-2026-Q1,Q1,2026-03-16,2026-03-17,Promo,Thước phim,fb_reel,business,youtube,Y,Y,Flash sale hoàn tiền – chỉ trong 48 giờ,"Flash sale hoàn tiền – chỉ trong 48 giờ! Ưu đãi có giới hạn theo ngân sách chương trình, điều kiện & điều khoản áp dụng. Đăng ký ngay. #KPIMBank #UuDaiKPIM",media/Q1/P-Q1-14.mp4,Đăng ký ngay,register,Approved,published,Y,9861481134148368,MJXC4ymi9Z8,Team Marketing KPIM Bank
P-Q1-15,P-Q1-15,CMP-2026-Q1,Q1,2026-03-23,2026-03-23,Brand,Ảnh,fb_post,discovery,facebook,Y,N,Cảm ơn 10.000 chủ thẻ KPIM Cashback đầu tiên,Cảm ơn 10.000 chủ thẻ KPIM Cashback đầu tiên. Cảm ơn bạn đã đồng hành cùng KPIM Bank. Theo dõi KPIM Bank. #KPIMBank,media/Q1/P-Q1-15.jpg,Theo dõi KPIM Bank,none,Approved,published,Y,3903165973571561,,Team Marketing KPIM Bank
P-Q1-16,P-Q1-16,CMP-2026-Q1,Q1,2026-03-09,09/03/2026,Product,Ảnh,fb_post,conversion,facebook,Y,N,Hạn mức thẻ Cashback: ai được cấp bao nhiêu?,"Hạn mức thẻ Cashback: ai được cấp bao nhiêu. KPIM Bank thiết kế sản phẩm này cho nhu cầu thật của bạn — xem đầy đủ quyền lợi, biểu phí và điều kiện áp dụng trước khi đăng ký. Tìm hiểu thêm. #KPIMBank #SanPhamKPIM",media/Q1/P-Q1-16.jpg,Tìm hiểu thêm,register,Approved,approved,N,,,Team Marketing KPIM Bank
P-Q1-17,P-Q1-17,CMP-2026-Q1,Q1,2026-03-12,2026-03-13,Education,Video,long_video,consumption,youtube,Y,Y,Sao kê thẻ tín dụng: đọc thế nào cho đúng,Sao kê thẻ tín dụng: đọc thế nào cho đúng? Cùng KPIM Bank hiểu đúng trong 2 phút để không mất tiền oan vì hiểu nhầm. Xem thêm. #KPIMBank #HieuVeTien,,Xem thêm,link_click,Need Review,need_review,N,,,Team Marketing KPIM Bank
P-Q1-18,P-Q1-18,CMP-2026-Q1,Q1,2026-03-15,2026-03-15,Promo,Thước phim,fb_reel,business,facebook,Y,N,Tuần lễ hoàn tiền siêu thị – tối đa 500.000đ,"Tuần lễ hoàn tiền siêu thị – tối đa 500.000đ! Ưu đãi có giới hạn theo ngân sách chương trình, điều kiện & điều khoản áp dụng. Đăng ký ngay. #KPIMBank #UuDaiKPIM",media/Q1/P-Q1-18.mp4,Đăng ký ngay,register,Draft,drafted,N,,,Team Marketing KPIM Bank
P-Q1-19,P-Q1-19,CMP-2026-Q1,Q1,2026-03-18,2026-03-19,HowTo,Video,long_video,consumption,youtube,Y,Y,Kích hoạt thẻ Cashback ngay trên app trong 2 phút,"Kích hoạt thẻ Cashback ngay trên app trong 2 phút — làm theo từng bước dưới đây, chỉ mất vài phút và không cần ra quầy. Xem hướng dẫn. #KPIMBank #HuongDanNhanh",media/Q1/P-Q1-19.mp4,Xem hướng dẫn,link_click,Need Revision,drafted,N,,,Team Marketing KPIM Bank
P-Q1-20,P-Q1-20,CMP-2026-Q1,Q1,2026-03-21,2026-03-21,Testimonial,Ảnh,fb_post,engagement,facebook,Y,N,"Chị Lan tiết kiệm 3,2 triệu/năm nhờ hoàn tiền","Chị Lan tiết kiệm 3,2 triệu/năm nhờ hoàn tiền. Câu chuyện có thật từ khách hàng KPIM Bank, chia sẻ với sự đồng ý của chủ tài khoản. Xem thêm. #KPIMBank #KhachHangKPIM",media/Q1/P-Q1-20.jpg,Xem thêm,comment,Draft,drafted,N,,,Team Marketing KPIM Bank
P-Q1-21,P-Q1-21,CMP-2026-Q1,Q1,2026-03-24,2026-03-26,Brand,Ảnh,fb_post,discovery,facebook,Y,N,KPIM Bank và cam kết minh bạch phí,KPIM Bank và cam kết minh bạch phí. Cảm ơn bạn đã đồng hành cùng KPIM Bank. Theo dõi KPIM Bank. #KPIMBank,media/Q1/P-Q1-21.jpg,Theo dõi KPIM Bank,none,Rejected,rejected,N,,,Team Marketing KPIM Bank
P-Q1-22,P-Q1-22,CMP-2026-Q1,Q1,2026-03-27,2026-03-27,Promo,Ảnh,fb_post,business,facebook,Y,N,Mở thẻ trước 31/03 – miễn phí thường niên năm đầu,"Mở thẻ trước 31/03 – miễn phí thường niên năm đầu! Ưu đãi có giới hạn theo ngân sách chương trình, điều kiện & điều khoản áp dụng. Đăng ký ngay. #KPIMBank #UuDaiKPIM",media/Q1/P-Q1-22.jpg,Đăng ký ngay,register,Draft,drafted,N,,,Team Marketing KPIM Bank
P-Q1-23,P-Q1-23,CMP-2026-Q1,Q1,2026-03-30,2026-03-30,Education,Ảnh,fb_post,consumption,facebook,Y,N,Trả góp 0% và những chi phí ẩn cần biết,Trả góp 0% và những chi phí ẩn cần biết? Cùng KPIM Bank hiểu đúng trong 2 phút để không mất tiền oan vì hiểu nhầm. Xem thêm. #KPIMBank #HieuVeTien,media/Q1/P-Q1-23.jpg,Xem thêm,link_click,Approved,approved,N,,,Team Marketing KPIM Bank
P-Q1-24,P-Q1-24,CMP-2026-Q1,Q1,2026-04-02,2026-04-02,HowTo,Thước phim,fb_reel,consumption,facebook,Y,N,Cách khoá thẻ khẩn cấp khi nghi ngờ gian lận,"Cách khoá thẻ khẩn cấp khi nghi ngờ gian lận — làm theo từng bước dưới đây, chỉ mất vài phút và không cần ra quầy. Xem hướng dẫn. #KPIMBank #HuongDanNhanh",media/Q1/P-Q1-24.mp4,Xem hướng dẫn,link_click,Need Review,need_review,N,,,Team Marketing KPIM Bank
P-Q1-25,P-Q1-25,CMP-2026-Q1,Q1,2026-04-05,2026-04-06,Product,Liên kết,fb_post,conversion,facebook,Y,N,So sánh 3 dòng thẻ Cashback trên một trang,"So sánh 3 dòng thẻ Cashback trên một trang. KPIM Bank thiết kế sản phẩm này cho nhu cầu thật của bạn — xem đầy đủ quyền lợi, biểu phí và điều kiện áp dụng trước khi đăng ký. Tìm hiểu thêm. #KPIMBank #SanPhamKPIM",media/Q1/P-Q1-25.jpg,Tìm hiểu thêm,register,Need Revision,drafted,N,,,Team Marketing KPIM Bank
