asset_id,post_code,campaign_id,quarter,planned_publish_date,schedule_date,pillar_primary,format_source,format,funnel_stage,platform,on_facebook,on_youtube,title_draft,caption,media_link,cta_label,cta_type,approval_status,status,is_published,platform_native_id_fb,platform_native_id_yt,owner
P-Q4-11,P-Q4-11,CMP-2026-Q4,Q4,2026-11-30,2026-11-30,Testimonial,Ảnh,fb_post,engagement,facebook,Y,N,Nhân viên nói gì về tài khoản lương KPIM,"Nhân viên nói gì về tài khoản lương KPIM. Câu chuyện có thật từ khách hàng KPIM Bank, chia sẻ với sự đồng ý của chủ tài khoản. Xem câu chuyện. #KPIMBank #KhachHangKPIM",media/Q4/P-Q4-11.jpg,Xem câu chuyện,comment,Approved,published,Y,3564191008918867,,Team Marketing KPIM Bank
P-Q4-12,P-Q4-12,CMP-2026-Q4,Q4,2026-12-03,2026-12-03,Promo,Thước phim,fb_reel,business,youtube,Y,Y,Chi tiêu Tết không tiền mặt – nhận quà lớn,"Chi tiêu Tết không tiền mặt – nhận quà lớn! Ưu đãi có giới hạn theo ngân sách chương trình, điều kiện & điều khoản áp dụng. Đăng ký ngay. #KPIMBank #UuDaiKPIM",media/Q4/P-Q4-12.mp4,Đăng ký ngay,register,Approved,published,Y,1221842893611660,gZcgGQQJE5R,Team Marketing KPIM Bank
P-Q4-13,P-Q4-13,CMP-2026-Q4,Q4,2026-12-10,2026-12-11,Product,Ảnh,fb_post,conversion,facebook,Y,N,Thấu chi tài khoản lương tới 3 tháng thu nhập,"Thấu chi tài khoản lương tới 3 tháng thu nhập. KPIM Bank thiết kế sản phẩm này cho nhu cầu thật của bạn — xem đầy đủ quyền lợi, biểu phí và điều kiện áp dụng trước khi đăng ký. Tìm hiểu thêm. #KPIMBank #SanPhamKPIM",media/Q4/P-Q4-13.jpg,Tìm hiểu thêm,register,Approved,published,Y,4950957424112024,,Team Marketing KPIM Bank
P-Q4-14,P-Q4-14,CMP-2026-Q4,Q4,2026-12-16,2026-12-16,Education,Video,long_video,consumption,youtube,Y,Y,Mẹo tránh bẫy chi tiêu quá tay ngày Tết,Mẹo tránh bẫy chi tiêu quá tay ngày Tết? Cùng KPIM Bank hiểu đúng trong 2 phút để không mất tiền oan vì hiểu nhầm. Xem thêm. #KPIMBank #HieuVeTien,media/Q4/P-Q4-14.mp4,Xem thêm,link_click,Approved,published,Y,9333682285477441,SM8bqHwdIDa,Team Marketing KPIM Bank
P-Q4-15,P-Q4-15,CMP-2026-Q4,Q4,2026-12-21,2026-12-21,Brand,Ảnh,fb_post,discovery,facebook,Y,N,Chúc mừng năm mới – cảm ơn khách hàng KPIM Bank,Chúc mừng năm mới – cảm ơn khách hàng KPIM Bank. Cảm ơn bạn đã đồng hành cùng KPIM Bank. Theo dõi KPIM Bank. #KPIMBank,media/Q4/P-Q4-15.jpg,Theo dõi KPIM Bank,none,Approved,published,Y,4520641897642638,,Team Marketing KPIM Bank
P-Q4-16,P-Q4-16,CMP-2026-Q4,Q4,2026-12-07,2026-12-07,Product,Ảnh,fb_post,conversion,facebook,Y,N,Tài khoản lương KPIM: miễn phí trọn gói,"Tài khoản lương KPIM: miễn phí trọn gói. KPIM Bank thiết kế sản phẩm này cho nhu cầu thật của bạn — xem đầy đủ quyền lợi, biểu phí và điều kiện áp dụng trước khi đăng ký. Tìm hiểu thêm. #KPIMBank #SanPhamKPIM",media/Q4/P-Q4-16.jpg,Tìm hiểu thêm,register,Draft,drafted,N,,,Team Marketing KPIM Bank
P-Q4-17,P-Q4-17,CMP-2026-Q4,Q4,2026-12-10,2026-12-10,Education,Video,long_video,consumption,youtube,Y,Y,Lập ngân sách chi tiêu Tết trong 15 phút,Lập ngân sách chi tiêu Tết trong 15 phút? Cùng KPIM Bank hiểu đúng trong 2 phút để không mất tiền oan vì hiểu nhầm. Xem thêm. #KPIMBank #HieuVeTien,media/Q4/P-Q4-17.mp4,Xem thêm,link_click,Need Review,need_review,N,,,Team Marketing KPIM Bank
P-Q4-18,P-Q4-18,CMP-2026-Q4,Q4,2026-12-13,2026-12-13,Promo,Thước phim,fb_reel,business,facebook,Y,N,Chi tiêu Tết không tiền mặt – hoàn tiền mỗi tuần,"Chi tiêu Tết không tiền mặt – hoàn tiền mỗi tuần! Ưu đãi có giới hạn theo ngân sách chương trình, điều kiện & điều khoản áp dụng. Đăng ký ngay. #KPIMBank #UuDaiKPIM",media/Q4/P-Q4-18.mp4,Đăng ký ngay,register,Approved,approved,N,,,Team Marketing KPIM Bank
P-Q4-19,P-Q4-19,CMP-2026-Q4,Q4,2026-12-16,2026-12-18,HowTo,Video,long_video,consumption,youtube,Y,Y,Chuyển tài khoản nhận lương sang KPIM Bank,"Chuyển tài khoản nhận lương sang KPIM Bank — làm theo từng bước dưới đây, chỉ mất vài phút và không cần ra quầy. Xem hướng dẫn. #KPIMBank #HuongDanNhanh",media/Q4/P-Q4-19.mp4,Xem hướng dẫn,link_click,Draft,drafted,N,,,Team Marketing KPIM Bank
P-Q4-20,P-Q4-20,CMP-2026-Q4,Q4,2026-12-19,2026-12-19,Testimonial,Ảnh,fb_post,engagement,facebook,Y,N,Công ty ABC chuyển 240 nhân sự sang trả lương KPIM,"Công ty ABC chuyển 240 nhân sự sang trả lương KPIM. Câu chuyện có thật từ khách hàng KPIM Bank, chia sẻ với sự đồng ý của chủ tài khoản. Xem thêm. #KPIMBank #KhachHangKPIM",media/Q4/P-Q4-20.jpg,Xem thêm,comment,Need Review,need_review,N,,,Team Marketing KPIM Bank
P-Q4-21,P-Q4-21,CMP-2026-Q4,Q4,2026-12-22,2026-12-22,Brand,Ảnh,fb_post,discovery,facebook,Y,N,Lời chúc năm mới từ KPIM Bank,Lời chúc năm mới từ KPIM Bank. Cảm ơn bạn đã đồng hành cùng KPIM Bank. Theo dõi KPIM Bank. #KPIMBank,media/Q4/P-Q4-21.jpg,Theo dõi KPIM Bank,none,Need Revision,drafted,N,,,Team Marketing KPIM Bank
P-Q4-22,P-Q4-22,CMP-2026-Q4,Q4,2026-12-25,2026-12-26,Education,Ảnh,fb_post,consumption,facebook,Y,N,Thưởng Tết nên chia thế nào cho hợp lý,Thưởng Tết nên chia thế nào cho hợp lý? Cùng KPIM Bank hiểu đúng trong 2 phút để không mất tiền oan vì hiểu nhầm. Xem thêm. #KPIMBank #HieuVeTien,,Xem thêm,link_click,Draft,drafted,N,,,Team Marketing KPIM Bank
P-Q4-23,P-Q4-23,CMP-2026-Q4,Q4,2026-12-28,2026-12-28,HowTo,Thước phim,fb_reel,consumption,facebook,Y,N,Rút tiền không cần thẻ tại ATM KPIM,"Rút tiền không cần thẻ tại ATM KPIM — làm theo từng bước dưới đây, chỉ mất vài phút và không cần ra quầy. Xem hướng dẫn. #KPIMBank #HuongDanNhanh",media/Q4/P-Q4-23.mp4,Xem hướng dẫn,link_click,Draft,drafted,N,,,Team Marketing KPIM Bank
P-Q4-24,P-Q4-24,CMP-2026-Q4,Q4,2026-12-31,2026-12-31,Promo,Ảnh,fb_post,business,facebook,Y,N,Ưu đãi lì xì điện tử cho khách tài khoản lương,"Ưu đãi lì xì điện tử cho khách tài khoản lương! Ưu đãi có giới hạn theo ngân sách chương trình, điều kiện & điều khoản áp dụng. Đăng ký ngay. #KPIMBank #UuDaiKPIM",,Đăng ký ngay,register,Need Review,need_review,N,,,Team Marketing KPIM Bank
P-Q4-25,P-Q4-25,CMP-2026-Q4,Q4,2027-01-03,2027-01-03,Product,Liên kết,fb_post,conversion,facebook,Y,N,Đăng ký dịch vụ trả lương cho doanh nghiệp,"Đăng ký dịch vụ trả lương cho doanh nghiệp. KPIM Bank thiết kế sản phẩm này cho nhu cầu thật của bạn — xem đầy đủ quyền lợi, biểu phí và điều kiện áp dụng trước khi đăng ký. Tìm hiểu thêm. #KPIMBank #SanPhamKPIM",media/Q4/P-Q4-25.jpg,Tìm hiểu thêm,register,Rejected,rejected,N,,,Team Marketing KPIM Bank
